date_debut,pays,nouveaux_cas,nouveaux_deces
2022-05-01 00:00:00,Africa,2.0,0.0
2022-05-15 00:00:00,Africa,4.0,0.0
2022-05-22 00:00:00,Africa,12.0,0.0
2022-06-02 00:00:00,Africa,1.0,0.0
2022-06-05 00:00:00,Africa,18.0,1.0
2022-06-12 00:00:00,Africa,15.0,0.0
2022-06-19 00:00:00,Africa,99.0,0.0
2022-06-26 00:00:00,Africa,26.0,0.0
2022-07-03 00:00:00,Africa,30.0,1.0
2022-07-10 00:00:00,Africa,22.0,0.0
2022-07-17 00:00:00,Africa,22.0,0.0
2022-07-24 00:00:00,Africa,17.0,0.0
2022-07-31 00:00:00,Africa,41.0,1.0
2022-08-01 00:00:00,Africa,1.0,0.0
2022-08-07 00:00:00,Africa,20.0,3.0
2022-08-10 00:00:00,Africa,1.0,0.0
2022-08-14 00:00:00,Africa,112.0,0.0
2022-08-21 00:00:00,Africa,33.0,5.0
2022-08-28 00:00:00,Africa,69.0,0.0
2022-08-29 00:00:00,Africa,2.0,0.0
2022-09-04 00:00:00,Africa,44.0,1.0
2022-09-06 00:00:00,Africa,2.0,0.0
2022-09-11 00:00:00,Africa,39.0,0.0
2022-09-15 00:00:00,Africa,2.0,1.0
2022-09-18 00:00:00,Africa,70.0,0.0
2022-09-21 00:00:00,Africa,1.0,0.0
2022-09-25 00:00:00,Africa,73.0,0.0
2022-09-27 00:00:00,Africa,1.0,0.0
2022-10-01 00:00:00,Africa,10.0,0.0
2022-10-02 00:00:00,Africa,31.0,0.0
2022-10-09 00:00:00,Africa,76.0,0.0
2022-10-16 00:00:00,Africa,35.0,0.0
2022-10-19 00:00:00,Africa,1.0,0.0
2022-10-23 00:00:00,Africa,46.0,1.0
2022-10-30 00:00:00,Africa,28.0,0.0
2022-11-06 00:00:00,Africa,21.0,0.0
2022-11-13 00:00:00,Africa,22.0,0.0
2022-11-20 00:00:00,Africa,25.0,0.0
2022-11-27 00:00:00,Africa,35.0,0.0
2022-12-04 00:00:00,Africa,43.0,0.0
2022-12-09 00:00:00,Africa,1.0,0.0
2022-12-11 00:00:00,Africa,33.0,0.0
2022-12-12 00:00:00,Africa,1.0,0.0
2022-12-18 00:00:00,Africa,12.0,0.0
2022-12-25 00:00:00,Africa,10.0,0.0
2023-01-01 00:00:00,Africa,8.0,0.0
2023-01-08 00:00:00,Africa,42.0,0.0
2023-01-15 00:00:00,Africa,29.0,1.0
2023-01-22 00:00:00,Africa,35.0,0.0
2023-01-29 00:00:00,Africa,28.0,0.0
2023-02-05 00:00:00,Africa,17.0,0.0
2023-02-12 00:00:00,Africa,6.0,1.0
2023-02-19 00:00:00,Africa,41.0,0.0
2023-02-26 00:00:00,Africa,5.0,1.0
2023-03-05 00:00:00,Africa,24.0,0.0
2023-03-12 00:00:00,Africa,9.0,0.0
2023-03-19 00:00:00,Africa,11.0,0.0
2023-03-26 00:00:00,Africa,12.0,0.0
2023-04-02 00:00:00,Africa,6.0,0.0
2023-04-05 00:00:00,Africa,1.0,0.0
2023-04-09 00:00:00,Africa,65.0,0.0
2023-04-16 00:00:00,Africa,40.0,0.0
2023-04-23 00:00:00,Africa,3.0,0.0
2023-04-30 00:00:00,Africa,2.0,0.0
2023-05-07 00:00:00,Africa,49.0,1.0
2023-05-14 00:00:00,Africa,33.0,1.0
2023-05-21 00:00:00,Africa,22.0,0.0
2023-05-28 00:00:00,Africa,3.0,0.0
2023-06-04 00:00:00,Africa,32.0,0.0
2023-06-11 00:00:00,Africa,10.0,0.0
2023-06-18 00:00:00,Africa,25.0,0.0
2023-06-25 00:00:00,Africa,35.0,0.0
2023-07-02 00:00:00,Africa,25.0,0.0
2023-07-09 00:00:00,Africa,27.0,0.0
2023-07-16 00:00:00,Africa,33.0,0.0
2023-07-23 00:00:00,Africa,11.0,0.0
2023-07-30 00:00:00,Africa,9.0,0.0
2023-08-06 00:00:00,Africa,15.0,0.0
2023-08-13 00:00:00,Africa,12.0,0.0
2023-08-20 00:00:00,Africa,10.0,0.0
2023-08-27 00:00:00,Africa,16.0,0.0
2023-09-03 00:00:00,Africa,7.0,0.0
2023-09-10 00:00:00,Africa,8.0,0.0
2023-09-17 00:00:00,Africa,11.0,0.0
2023-09-24 00:00:00,Africa,12.0,0.0
2023-10-01 00:00:00,Africa,14.0,0.0
2023-10-06 00:00:00,Africa,1.0,0.0
2023-10-08 00:00:00,Africa,29.0,1.0
2023-10-15 00:00:00,Africa,34.0,1.0
2023-10-22 00:00:00,Africa,29.0,0.0
2023-10-29 00:00:00,Africa,37.0,0.0
2023-11-05 00:00:00,Africa,29.0,0.0
2023-11-12 00:00:00,Africa,53.0,0.0
2023-11-19 00:00:00,Africa,30.0,0.0
2023-11-26 00:00:00,Africa,26.0,0.0
2023-12-03 00:00:00,Africa,13.0,0.0
2023-12-10 00:00:00,Africa,14.0,0.0
2023-12-17 00:00:00,Africa,9.0,0.0
2023-12-24 00:00:00,Africa,32.0,0.0
2023-12-31 00:00:00,Africa,16.0,0.0
2024-01-07 00:00:00,Africa,37.0,0.0
2024-01-09 00:00:00,Africa,1.0,0.0
2024-01-14 00:00:00,Africa,38.0,2.0
2024-01-21 00:00:00,Africa,77.0,0.0
2024-01-28 00:00:00,Africa,49.0,0.0
2024-02-04 00:00:00,Africa,40.0,0.0
2024-02-11 00:00:00,Africa,47.0,0.0
2024-02-18 00:00:00,Africa,47.0,0.0
2024-02-25 00:00:00,Africa,38.0,0.0
2024-03-03 00:00:00,Africa,53.0,1.0
2024-03-10 00:00:00,Africa,51.0,0.0
2024-03-15 00:00:00,Africa,1.0,0.0
2024-03-17 00:00:00,Africa,54.0,0.0
2024-03-24 00:00:00,Africa,55.0,0.0
2024-03-31 00:00:00,Africa,54.0,0.0
2024-04-07 00:00:00,Africa,62.0,1.0
2024-04-14 00:00:00,Africa,82.0,1.0
2024-04-21 00:00:00,Africa,64.0,1.0
2024-04-28 00:00:00,Africa,108.0,2.0
2024-05-05 00:00:00,Africa,132.0,1.0
2024-05-12 00:00:00,Africa,93.0,1.0
2024-05-19 00:00:00,Africa,103.0,2.0
2024-05-26 00:00:00,Africa,94.0,2.0
2024-06-02 00:00:00,Africa,108.0,2.0
2024-06-09 00:00:00,Africa,151.0,2.0
2024-06-16 00:00:00,Africa,204.0,2.0
2024-06-23 00:00:00,Africa,187.0,1.0
2024-06-30 00:00:00,Africa,186.0,4.0
2024-07-07 00:00:00,Africa,170.0,0.0
2024-07-14 00:00:00,Africa,234.0,0.0
2024-07-21 00:00:00,Africa,254.0,2.0
2024-07-28 00:00:00,Africa,257.0,4.0
2024-08-04 00:00:00,Africa,174.0,0.0
2024-08-11 00:00:00,Africa,245.0,0.0
2024-08-18 00:00:00,Africa,253.0,3.0
2024-08-25 00:00:00,Africa,286.0,0.0
2024-09-01 00:00:00,Africa,315.0,3.0
2024-09-08 00:00:00,Africa,332.0,0.0
2024-09-12 00:00:00,Africa,1.0,0.0
2024-09-15 00:00:00,Africa,422.0,4.0
2024-09-22 00:00:00,Africa,470.0,0.0
2024-09-28 00:00:00,Africa,3.0,0.0
2024-09-29 00:00:00,Africa,420.0,4.0
2024-10-03 00:00:00,Africa,1.0,0.0
2024-10-06 00:00:00,Africa,426.0,0.0
2024-10-12 00:00:00,Africa,1.0,0.0
2024-10-13 00:00:00,Africa,498.0,6.0
2024-10-20 00:00:00,Africa,538.0,1.0
2024-10-26 00:00:00,Africa,3.0,0.0
2024-10-27 00:00:00,Africa,612.0,1.0
2024-10-30 00:00:00,Africa,4.0,0.0
2024-11-03 00:00:00,Africa,669.0,1.0
2024-11-10 00:00:00,Africa,728.0,1.0
2024-11-17 00:00:00,Africa,771.0,2.0
2024-11-20 00:00:00,Africa,1.0,0.0
2024-11-24 00:00:00,Africa,716.0,1.0
2024-11-30 00:00:00,Africa,7.0,0.0
2024-12-01 00:00:00,Africa,693.0,3.0
2024-12-08 00:00:00,Africa,669.0,0.0
2024-12-15 00:00:00,Africa,578.0,1.0
2024-12-22 00:00:00,Africa,526.0,1.0
2024-12-29 00:00:00,Africa,418.0,1.0
2025-01-05 00:00:00,Africa,896.0,1.0
2025-01-12 00:00:00,Africa,1059.0,1.0
2025-01-19 00:00:00,Africa,898.0,1.0
2025-01-26 00:00:00,Africa,760.0,3.0
2025-02-02 00:00:00,Africa,306.0,2.0
2025-02-07 00:00:00,Africa,2.0,0.0
2025-02-09 00:00:00,Africa,311.0,2.0
2025-02-11 00:00:00,Africa,100.0,2.0
2025-02-13 00:00:00,Africa,2.0,0.0
2025-02-16 00:00:00,Africa,40.0,0.0
2022-07-25 00:00:00,Andorra,2.0,0.0
2022-07-26 00:00:00,Andorra,1.0,0.0
2022-08-05 00:00:00,Andorra,1.0,0.0
2024-11-17 00:00:00,Angola,1.0,0.0
2024-11-20 00:00:00,Angola,1.0,0.0
2024-12-01 00:00:00,Angola,1.0,0.0
2024-12-08 00:00:00,Angola,1.0,0.0
2022-05-24 00:00:00,Argentina,2.0,0.0
2022-06-07 00:00:00,Argentina,1.0,0.0
2022-06-21 00:00:00,Argentina,1.0,0.0
2022-06-28 00:00:00,Argentina,2.0,0.0
2022-07-05 00:00:00,Argentina,4.0,0.0
2022-07-12 00:00:00,Argentina,6.0,0.0
2022-07-19 00:00:00,Argentina,8.0,0.0
2022-07-26 00:00:00,Argentina,9.0,0.0
2022-08-02 00:00:00,Argentina,15.0,0.0
2022-08-09 00:00:00,Argentina,28.0,0.0
2022-08-16 00:00:00,Argentina,47.0,0.0
2022-08-23 00:00:00,Argentina,42.0,0.0
2022-08-30 00:00:00,Argentina,46.0,1.0
2022-09-06 00:00:00,Argentina,57.0,0.0
2022-09-13 00:00:00,Argentina,60.0,0.0
2022-09-20 00:00:00,Argentina,71.0,0.0
2022-09-27 00:00:00,Argentina,84.0,0.0
2022-10-04 00:00:00,Argentina,57.0,0.0
2022-10-11 00:00:00,Argentina,93.0,0.0
2022-10-18 00:00:00,Argentina,64.0,0.0
2022-10-25 00:00:00,Argentina,69.0,1.0
2022-11-01 00:00:00,Argentina,47.0,0.0
2022-11-08 00:00:00,Argentina,64.0,0.0
2022-11-15 00:00:00,Argentina,42.0,0.0
2022-11-22 00:00:00,Argentina,25.0,0.0
2022-11-29 00:00:00,Argentina,27.0,0.0
2022-12-06 00:00:00,Argentina,20.0,0.0
2022-12-13 00:00:00,Argentina,18.0,0.0
2022-12-20 00:00:00,Argentina,11.0,0.0
2022-12-27 00:00:00,Argentina,5.0,0.0
2023-01-03 00:00:00,Argentina,11.0,0.0
2023-01-10 00:00:00,Argentina,19.0,0.0
2023-01-17 00:00:00,Argentina,12.0,0.0
2023-01-24 00:00:00,Argentina,14.0,0.0
2023-01-31 00:00:00,Argentina,11.0,0.0
2023-02-07 00:00:00,Argentina,6.0,0.0
2023-02-14 00:00:00,Argentina,4.0,0.0
2023-02-21 00:00:00,Argentina,6.0,0.0
2023-02-28 00:00:00,Argentina,9.0,0.0
2023-03-07 00:00:00,Argentina,5.0,0.0
2023-03-14 00:00:00,Argentina,3.0,0.0
2023-03-21 00:00:00,Argentina,3.0,0.0
2023-04-04 00:00:00,Argentina,1.0,0.0
2023-04-18 00:00:00,Argentina,1.0,0.0
2023-05-09 00:00:00,Argentina,1.0,0.0
2023-05-16 00:00:00,Argentina,1.0,0.0
2023-05-23 00:00:00,Argentina,1.0,0.0
2023-07-25 00:00:00,Argentina,1.0,0.0
2023-08-01 00:00:00,Argentina,1.0,0.0
2023-09-26 00:00:00,Argentina,3.0,0.0
2023-10-03 00:00:00,Argentina,2.0,0.0
2023-10-17 00:00:00,Argentina,2.0,0.0
2023-10-31 00:00:00,Argentina,1.0,0.0
2023-11-14 00:00:00,Argentina,1.0,0.0
2023-11-21 00:00:00,Argentina,2.0,0.0
2023-12-05 00:00:00,Argentina,1.0,0.0
2023-12-19 00:00:00,Argentina,1.0,0.0
2023-12-26 00:00:00,Argentina,1.0,0.0
2024-01-23 00:00:00,Argentina,1.0,0.0
2024-07-02 00:00:00,Argentina,2.0,0.0
2024-07-23 00:00:00,Argentina,1.0,0.0
2024-07-30 00:00:00,Argentina,2.0,0.0
2024-08-06 00:00:00,Argentina,3.0,0.0
2024-08-13 00:00:00,Argentina,4.0,0.0
2024-08-20 00:00:00,Argentina,12.0,0.0
2024-08-27 00:00:00,Argentina,7.0,0.0
2024-09-03 00:00:00,Argentina,13.0,0.0
2024-09-10 00:00:00,Argentina,9.0,0.0
2024-09-17 00:00:00,Argentina,13.0,0.0
2024-09-24 00:00:00,Argentina,5.0,0.0
2024-10-01 00:00:00,Argentina,7.0,0.0
2024-10-08 00:00:00,Argentina,3.0,0.0
2024-10-15 00:00:00,Argentina,2.0,0.0
2024-10-22 00:00:00,Argentina,1.0,0.0
2024-10-29 00:00:00,Argentina,2.0,0.0
2024-11-05 00:00:00,Argentina,2.0,0.0
2024-11-12 00:00:00,Argentina,8.0,0.0
2024-11-19 00:00:00,Argentina,3.0,0.0
2024-11-26 00:00:00,Argentina,2.0,0.0
2024-12-10 00:00:00,Argentina,1.0,0.0
2024-12-17 00:00:00,Argentina,2.0,0.0
2024-12-24 00:00:00,Argentina,2.0,0.0
2024-12-31 00:00:00,Argentina,3.0,0.0
2022-08-23 00:00:00,Aruba,1.0,0.0
2022-08-30 00:00:00,Aruba,1.0,0.0
2022-09-13 00:00:00,Aruba,1.0,0.0
2022-05-21 00:00:00,Asia,1.0,0.0
2022-05-24 00:00:00,Asia,4.0,0.0
2022-05-30 00:00:00,Asia,1.0,0.0
2022-06-02 00:00:00,Asia,4.0,0.0
2022-06-08 00:00:00,Asia,6.0,0.0
2022-06-10 00:00:00,Asia,1.0,0.0
2022-06-15 00:00:00,Asia,2.0,0.0
2022-06-16 00:00:00,Asia,1.0,0.0
2022-06-20 00:00:00,Asia,4.0,0.0
2022-06-21 00:00:00,Asia,3.0,0.0
2022-06-22 00:00:00,Asia,3.0,0.0
2022-06-23 00:00:00,Asia,3.0,0.0
2022-06-24 00:00:00,Asia,1.0,0.0
2022-06-26 00:00:00,Asia,2.0,0.0
2022-06-27 00:00:00,Asia,11.0,0.0
2022-06-28 00:00:00,Asia,4.0,0.0
2022-06-29 00:00:00,Asia,5.0,0.0
2022-06-30 00:00:00,Asia,5.0,0.0
2022-07-03 00:00:00,Asia,8.0,0.0
2022-07-04 00:00:00,Asia,2.0,0.0
2022-07-06 00:00:00,Asia,3.0,0.0
2022-07-07 00:00:00,Asia,5.0,0.0
2022-07-10 00:00:00,Asia,2.0,0.0
2022-07-11 00:00:00,Asia,7.0,0.0
2022-07-12 00:00:00,Asia,8.0,0.0
2022-07-13 00:00:00,Asia,1.0,0.0
2022-07-14 00:00:00,Asia,10.0,0.0
2022-07-18 00:00:00,Asia,16.0,0.0
2022-07-19 00:00:00,Asia,8.0,0.0
2022-07-21 00:00:00,Asia,5.0,0.0
2022-07-22 00:00:00,Asia,3.0,0.0
2022-07-24 00:00:00,Asia,6.0,0.0
2022-07-25 00:00:00,Asia,13.0,0.0
2022-07-26 00:00:00,Asia,8.0,0.0
2022-07-27 00:00:00,Asia,3.0,0.0
2022-07-28 00:00:00,Asia,1.0,0.0
2022-07-29 00:00:00,Asia,1.0,0.0
2022-07-31 00:00:00,Asia,1.0,0.0
2022-08-01 00:00:00,Asia,26.0,0.0
2022-08-02 00:00:00,Asia,2.0,1.0
2022-08-03 00:00:00,Asia,2.0,0.0
2022-08-04 00:00:00,Asia,15.0,0.0
2022-08-05 00:00:00,Asia,6.0,0.0
2022-08-06 00:00:00,Asia,4.0,0.0
2022-08-08 00:00:00,Asia,6.0,0.0
2022-08-09 00:00:00,Asia,1.0,0.0
2022-08-10 00:00:00,Asia,4.0,0.0
2022-08-11 00:00:00,Asia,5.0,0.0
2022-08-15 00:00:00,Asia,3.0,0.0
2022-08-16 00:00:00,Asia,15.0,0.0
2022-08-17 00:00:00,Asia,1.0,0.0
2022-08-18 00:00:00,Asia,8.0,0.0
2022-08-19 00:00:00,Asia,1.0,0.0
2022-08-22 00:00:00,Asia,16.0,0.0
2022-08-23 00:00:00,Asia,6.0,0.0
2022-08-25 00:00:00,Asia,2.0,0.0
2022-08-29 00:00:00,Asia,20.0,0.0
2022-08-30 00:00:00,Asia,2.0,0.0
2022-09-01 00:00:00,Asia,5.0,0.0
2022-09-03 00:00:00,Asia,1.0,0.0
2022-09-06 00:00:00,Asia,5.0,0.0
2022-09-07 00:00:00,Asia,3.0,0.0
2022-09-08 00:00:00,Asia,1.0,0.0
2022-09-09 00:00:00,Asia,3.0,0.0
2022-09-11 00:00:00,Asia,1.0,0.0
2022-09-13 00:00:00,Asia,1.0,0.0
2022-09-15 00:00:00,Asia,6.0,0.0
2022-09-16 00:00:00,Asia,3.0,0.0
2022-09-19 00:00:00,Asia,1.0,0.0
2022-09-20 00:00:00,Asia,5.0,0.0
2022-09-29 00:00:00,Asia,1.0,0.0
2022-10-02 00:00:00,Asia,2.0,0.0
2022-10-03 00:00:00,Asia,4.0,0.0
2022-10-04 00:00:00,Asia,1.0,0.0
2022-10-05 00:00:00,Asia,11.0,0.0
2022-10-06 00:00:00,Asia,4.0,0.0
2022-10-09 00:00:00,Asia,1.0,0.0
2022-10-14 00:00:00,Asia,4.0,0.0
2022-10-18 00:00:00,Asia,1.0,0.0
2022-10-19 00:00:00,Asia,4.0,0.0
2022-10-20 00:00:00,Asia,5.0,0.0
2022-10-24 00:00:00,Asia,4.0,0.0
2022-10-31 00:00:00,Asia,2.0,0.0
2022-11-04 00:00:00,Asia,1.0,0.0
2022-11-15 00:00:00,Asia,1.0,0.0
2022-11-16 00:00:00,Asia,1.0,0.0
2022-11-23 00:00:00,Asia,1.0,0.0
2022-11-26 00:00:00,Asia,6.0,0.0
2022-12-12 00:00:00,Asia,3.0,0.0
2022-12-23 00:00:00,Asia,1.0,0.0
2023-01-11 00:00:00,Asia,1.0,0.0
2023-01-13 00:00:00,Asia,2.0,0.0
2023-01-19 00:00:00,Asia,1.0,0.0
2023-01-20 00:00:00,Asia,2.0,0.0
2023-01-21 00:00:00,Asia,1.0,0.0
2023-01-22 00:00:00,Asia,2.0,0.0
2023-01-26 00:00:00,Asia,2.0,0.0
2023-01-31 00:00:00,Asia,4.0,0.0
2023-02-01 00:00:00,Asia,3.0,0.0
2023-02-03 00:00:00,Asia,3.0,0.0
2023-02-04 00:00:00,Asia,1.0,0.0
2023-02-09 00:00:00,Asia,1.0,0.0
2023-02-14 00:00:00,Asia,1.0,0.0
2023-02-15 00:00:00,Asia,1.0,0.0
2023-02-22 00:00:00,Asia,3.0,0.0
2023-02-28 00:00:00,Asia,1.0,0.0
2023-03-01 00:00:00,Asia,7.0,0.0
2023-03-07 00:00:00,Asia,4.0,0.0
2023-03-09 00:00:00,Asia,2.0,0.0
2023-03-13 00:00:00,Asia,1.0,0.0
2023-03-14 00:00:00,Asia,1.0,0.0
2023-03-15 00:00:00,Asia,18.0,0.0
2023-03-17 00:00:00,Asia,1.0,0.0
2023-03-19 00:00:00,Asia,1.0,0.0
2023-03-20 00:00:00,Asia,13.0,0.0
2023-03-21 00:00:00,Asia,4.0,0.0
2023-03-23 00:00:00,Asia,1.0,0.0
2023-03-24 00:00:00,Asia,4.0,0.0
2023-03-25 00:00:00,Asia,1.0,0.0
2023-03-29 00:00:00,Asia,22.0,0.0
2023-03-30 00:00:00,Asia,3.0,0.0
2023-03-31 00:00:00,Asia,1.0,0.0
2023-04-04 00:00:00,Asia,13.0,0.0
2023-04-05 00:00:00,Asia,1.0,0.0
2023-04-07 00:00:00,Asia,2.0,0.0
2023-04-08 00:00:00,Asia,1.0,0.0
2023-04-12 00:00:00,Asia,12.0,0.0
2023-04-14 00:00:00,Asia,5.0,0.0
2023-04-15 00:00:00,Asia,1.0,0.0
2023-04-16 00:00:00,Asia,2.0,0.0
2023-04-17 00:00:00,Asia,2.0,0.0
2023-04-18 00:00:00,Asia,17.0,0.0
2023-04-19 00:00:00,Asia,1.0,0.0
2023-04-20 00:00:00,Asia,1.0,0.0
2023-04-21 00:00:00,Asia,7.0,0.0
2023-04-23 00:00:00,Asia,2.0,0.0
2023-04-24 00:00:00,Asia,18.0,0.0
2023-04-26 00:00:00,Asia,17.0,0.0
2023-04-27 00:00:00,Asia,1.0,0.0
2023-04-30 00:00:00,Asia,16.0,0.0
2023-05-01 00:00:00,Asia,18.0,0.0
2023-05-02 00:00:00,Asia,10.0,0.0
2023-05-03 00:00:00,Asia,1.0,0.0
2023-05-04 00:00:00,Asia,6.0,0.0
2023-05-05 00:00:00,Asia,2.0,0.0
2023-05-07 00:00:00,Asia,6.0,0.0
2023-05-09 00:00:00,Asia,7.0,0.0
2023-05-10 00:00:00,Asia,20.0,0.0
2023-05-11 00:00:00,Asia,1.0,0.0
2023-05-12 00:00:00,Asia,12.0,0.0
2023-05-13 00:00:00,Asia,1.0,0.0
2023-05-14 00:00:00,Asia,14.0,0.0
2023-05-15 00:00:00,Asia,4.0,0.0
2023-05-17 00:00:00,Asia,13.0,0.0
2023-05-20 00:00:00,Asia,6.0,0.0
2023-05-21 00:00:00,Asia,1.0,0.0
2023-05-23 00:00:00,Asia,24.0,0.0
2023-05-26 00:00:00,Asia,19.0,0.0
2023-05-30 00:00:00,Asia,17.0,0.0
2023-05-31 00:00:00,Asia,46.0,0.0
2023-06-01 00:00:00,Asia,6.0,0.0
2023-06-02 00:00:00,Asia,1.0,0.0
2023-06-04 00:00:00,Asia,6.0,0.0
2023-06-05 00:00:00,Asia,7.0,0.0
2023-06-06 00:00:00,Asia,17.0,0.0
2023-06-07 00:00:00,Asia,2.0,0.0
2023-06-08 00:00:00,Asia,11.0,0.0
2023-06-11 00:00:00,Asia,12.0,0.0
2023-06-12 00:00:00,Asia,3.0,0.0
2023-06-15 00:00:00,Asia,3.0,0.0
2023-06-16 00:00:00,Asia,1.0,0.0
2023-06-18 00:00:00,Asia,5.0,0.0
2023-06-21 00:00:00,Asia,12.0,0.0
2023-06-23 00:00:00,Asia,32.0,0.0
2023-06-25 00:00:00,Asia,1.0,0.0
2023-06-27 00:00:00,Asia,2.0,0.0
2023-06-30 00:00:00,Asia,50.0,0.0
2023-07-03 00:00:00,Asia,17.0,0.0
2023-07-04 00:00:00,Asia,23.0,0.0
2023-07-06 00:00:00,Asia,37.0,0.0
2023-07-07 00:00:00,Asia,2.0,0.0
2023-07-08 00:00:00,Asia,1.0,0.0
2023-07-11 00:00:00,Asia,12.0,0.0
2023-07-12 00:00:00,Asia,29.0,0.0
2023-07-14 00:00:00,Asia,4.0,0.0
2023-07-17 00:00:00,Asia,4.0,0.0
2023-07-18 00:00:00,Asia,117.0,0.0
2023-07-19 00:00:00,Asia,2.0,0.0
2023-07-20 00:00:00,Asia,5.0,0.0
2023-07-21 00:00:00,Asia,2.0,0.0
2023-07-25 00:00:00,Asia,11.0,0.0
2023-07-27 00:00:00,Asia,2.0,0.0
2023-07-28 00:00:00,Asia,1.0,0.0
2023-07-31 00:00:00,Asia,97.0,0.0
2023-08-01 00:00:00,Asia,7.0,0.0
2023-08-03 00:00:00,Asia,2.0,0.0
2023-08-04 00:00:00,Asia,3.0,0.0
2023-08-07 00:00:00,Asia,3.0,0.0
2023-08-08 00:00:00,Asia,9.0,0.0
2023-08-09 00:00:00,Asia,493.0,0.0
2023-08-11 00:00:00,Asia,2.0,0.0
2023-08-14 00:00:00,Asia,70.0,1.0
2023-08-15 00:00:00,Asia,15.0,0.0
2023-08-16 00:00:00,Asia,1.0,0.0
2023-08-17 00:00:00,Asia,5.0,0.0
2023-08-18 00:00:00,Asia,2.0,0.0
2023-08-21 00:00:00,Asia,2.0,0.0
2023-08-22 00:00:00,Asia,11.0,0.0
2023-08-23 00:00:00,Asia,28.0,0.0
2023-08-25 00:00:00,Asia,1.0,0.0
2023-08-28 00:00:00,Asia,2.0,0.0
2023-08-31 00:00:00,Asia,307.0,0.0
2023-09-03 00:00:00,Asia,1.0,0.0
2023-09-04 00:00:00,Asia,2.0,0.0
2023-09-06 00:00:00,Asia,6.0,0.0
2023-09-07 00:00:00,Asia,531.0,0.0
2023-09-11 00:00:00,Asia,2.0,0.0
2023-09-12 00:00:00,Asia,2.0,0.0
2023-09-14 00:00:00,Asia,16.0,0.0
2023-09-15 00:00:00,Asia,1.0,0.0
2023-09-18 00:00:00,Asia,1.0,0.0
2023-09-19 00:00:00,Asia,9.0,0.0
2023-09-21 00:00:00,Asia,77.0,0.0
2023-09-22 00:00:00,Asia,10.0,0.0
2023-09-25 00:00:00,Asia,2.0,0.0
2023-09-26 00:00:00,Asia,1.0,0.0
2023-09-27 00:00:00,Asia,5.0,0.0
2023-09-28 00:00:00,Asia,1.0,0.0
2023-09-29 00:00:00,Asia,9.0,0.0
2023-09-30 00:00:00,Asia,509.0,0.0
2023-10-03 00:00:00,Asia,1.0,0.0
2023-10-05 00:00:00,Asia,1.0,0.0
2023-10-06 00:00:00,Asia,11.0,0.0
2023-10-12 00:00:00,Asia,17.0,0.0
2023-10-13 00:00:00,Asia,5.0,0.0
2023-10-17 00:00:00,Asia,2.0,0.0
2023-10-19 00:00:00,Asia,4.0,0.0
2023-10-20 00:00:00,Asia,17.0,0.0
2023-10-25 00:00:00,Asia,6.0,1.0
2023-10-26 00:00:00,Asia,7.0,0.0
2023-10-27 00:00:00,Asia,6.0,0.0
2023-10-30 00:00:00,Asia,3.0,0.0
2023-10-31 00:00:00,Asia,354.0,0.0
2023-11-01 00:00:00,Asia,12.0,0.0
2023-11-02 00:00:00,Asia,7.0,0.0
2023-11-06 00:00:00,Asia,16.0,0.0
2023-11-09 00:00:00,Asia,4.0,0.0
2023-11-13 00:00:00,Asia,7.0,0.0
2023-11-16 00:00:00,Asia,2.0,0.0
2023-11-17 00:00:00,Asia,16.0,0.0
2023-11-22 00:00:00,Asia,14.0,1.0
2023-11-23 00:00:00,Asia,2.0,0.0
2023-11-24 00:00:00,Asia,3.0,0.0
2023-11-30 00:00:00,Asia,234.0,0.0
2023-12-01 00:00:00,Asia,8.0,0.0
2023-12-06 00:00:00,Asia,1.0,1.0
2023-12-08 00:00:00,Asia,1.0,0.0
2023-12-11 00:00:00,Asia,1.0,0.0
2023-12-13 00:00:00,Asia,1.0,1.0
2023-12-15 00:00:00,Asia,5.0,0.0
2023-12-22 00:00:00,Asia,3.0,0.0
2023-12-24 00:00:00,Asia,3.0,0.0
2023-12-26 00:00:00,Asia,23.0,4.0
2023-12-31 00:00:00,Asia,174.0,0.0
2024-01-04 00:00:00,Asia,2.0,0.0
2024-01-05 00:00:00,Asia,1.0,0.0
2024-01-09 00:00:00,Asia,1.0,0.0
2024-01-10 00:00:00,Asia,14.0,0.0
2024-01-11 00:00:00,Asia,1.0,0.0
2024-01-12 00:00:00,Asia,1.0,0.0
2024-01-17 00:00:00,Asia,1.0,0.0
2024-01-19 00:00:00,Asia,2.0,0.0
2024-01-20 00:00:00,Asia,2.0,0.0
2024-01-24 00:00:00,Asia,6.0,0.0
2024-01-31 00:00:00,Asia,156.0,0.0
2024-02-02 00:00:00,Asia,5.0,0.0
2024-02-05 00:00:00,Asia,3.0,0.0
2024-02-09 00:00:00,Asia,5.0,0.0
2024-02-15 00:00:00,Asia,1.0,0.0
2024-02-16 00:00:00,Asia,1.0,0.0
2024-02-23 00:00:00,Asia,10.0,0.0
2024-02-28 00:00:00,Asia,15.0,0.0
2024-02-29 00:00:00,Asia,114.0,0.0
2024-03-01 00:00:00,Asia,4.0,0.0
2024-03-02 00:00:00,Asia,1.0,0.0
2024-03-06 00:00:00,Asia,10.0,1.0
2024-03-08 00:00:00,Asia,3.0,0.0
2024-03-14 00:00:00,Asia,1.0,0.0
2024-03-15 00:00:00,Asia,2.0,0.0
2024-03-22 00:00:00,Asia,1.0,0.0
